Date,Away,Away_3rdQ,Away_Score,Home,Home_3rdQ,Home_Score
307,LA Clippers,83,109,Dallas Mavericks,68,90
307,Orlando Magic,77,113,Golden State Warriors,94,119
308,Brooklyn Nets,80,99,Toronto Raptors,78,104
308,San Antonio Spurs,93,116,Minnesota Timberwolves,68,91
308,Atlanta Hawks,66,91,Utah Jazz,57,84
308,New York Knicks,68,94,Denver Nuggets,82,110
308,Washington Wizards,81,109,Portland Trail Blazers,85,116
308,Orlando Magic,77,98,Los Angeles Lakers,84,107
309,Miami Heat,85,108,Milwaukee Bucks,80,114
309,New Orleans Pelicans,90,113,Charlotte Hornets,99,122
309,Houston Rockets,93,118,Philadelphia 76ers,79,104
309,Memphis Grizzlies,67,96,Boston Celtics,83,116
309,Detroit Pistons,76,102,Dallas Mavericks,74,96
309,LA Clippers,83,108,Oklahoma City Thunder,93,120
309,Cleveland Cavaliers,89,120,Sacramento Kings,84,111
309,New York Knicks,88,128,Phoenix Suns,75,97
309,Utah Jazz,63,94,Golden State Warriors,81,115
310,Atlanta Hawks,75,96,Toronto Raptors,82,104
310,Chicago Bulls,74,101,San Antonio Spurs,84,109
310,Phoenix Suns,74,98,Denver Nuggets,82,116
310,Cleveland Cavaliers,95,120,Los Angeles Lakers,82,108
311,Brooklyn Nets,67,89,Philadelphia 76ers,72,95
311,Detroit Pistons,81,103,Charlotte Hornets,88,118
311,Houston Rockets,77,102,Boston Celtics,73,98
311,New Orleans Pelicans,66,114,Memphis Grizzlies,73,121
311,Minnesota Timberwolves,69,99,Oklahoma City Thunder,73,96
311,Miami Heat,84,118,Chicago Bulls,81,96
311,Washington Wizards,68,93,Utah Jazz,88,114
311,Orlando Magic,80,107,Sacramento Kings,75,100
311,New York Knicks,74,94,LA Clippers,76,101
311,Portland Trail Blazers,86,112,Golden State Warriors,110,128
312,Indiana Pacers,83,112,Dallas Mavericks,75,105
312,Detroit Pistons,90,125,Philadelphia 76ers,87,111
312,Houston Rockets,87,109,Charlotte Hornets,90,125
312,Miami Heat,71,104,Toronto Raptors,70,112
312,New Orleans Pelicans,71,92,Milwaukee Bucks,77,103
312,Memphis Grizzlies,58,83,Atlanta Hawks,71,95
312,Oklahoma City Thunder,68,85,San Antonio Spurs,66,93
312,Washington Wizards,83,100,Denver Nuggets,75,116
312,Orlando Magic,65,84,Portland Trail Blazers,90,121
312,Phoenix Suns,95,116,Golden State Warriors,86,123
313,Cleveland Cavaliers,91,114,LA Clippers,68,90
313,Indiana Pacers,56,75,Atlanta Hawks,89,104
313,Utah Jazz,84,108,Sacramento Kings,69,99
313,Milwaukee Bucks,78,109,Brooklyn Nets,79,100
313,New York Knicks,65,90,Los Angeles Lakers,60,87
314,Detroit Pistons,63,81,Washington Wizards,93,124
314,Dallas Mavericks,71,107,Charlotte Hornets,65,96
314,Denver Nuggets,91,119,Miami Heat,90,124
314,Chicago Bulls,84,109,Toronto Raptors,77,107
314,Memphis Grizzlies,56,81,Houston Rockets,97,130
314,Portland Trail Blazers,72,94,Oklahoma City Thunder,102,128
314,Cleveland Cavaliers,66,85,Utah Jazz,66,94
314,Minnesota Timberwolves,78,104,Phoenix Suns,76,107
314,New Orleans Pelicans,69,107,Golden State Warriors,94,125
315,Boston Celtics,70,98,Indiana Pacers,71,103
315,Denver Nuggets,79,110,Orlando Magic,85,116
315,Philadelphia 76ers,83,114,Brooklyn Nets,100,131
315,Toronto Raptors,81,107,Milwaukee Bucks,66,89
315,LA Clippers,70,87,San Antonio Spurs,71,108
315,Sacramento Kings,79,106,Los Angeles Lakers,67,98
316,Orlando Magic,71,99,Charlotte Hornets,92,107
316,Dallas Mavericks,68,98,Cleveland Cavaliers,84,99
316,Chicago Bulls,74,96,Washington Wizards,92,117
316,Oklahoma City Thunder,108,130,Boston Celtics,81,109
316,Atlanta Hawks,87,118,Detroit Pistons,88,114
316,Minnesota Timberwolves,90,114,Memphis Grizzlies,78,108
316,LA Clippers,97,122,Houston Rockets,75,106
316,New Orleans Pelicans,98,123,Sacramento Kings,83,108
316,New York Knicks,64,85,Golden State Warriors,97,121
317,Washington Wizards,73,99,Philadelphia 76ers,61,94
317,Toronto Raptors,63,101,Indiana Pacers,60,94
317,Charlotte Hornets,82,109,Miami Heat,73,106
317,Denver Nuggets,76,98,Atlanta Hawks,87,116
317,Memphis Grizzlies,73,86,Milwaukee Bucks,68,96
317,Brooklyn Nets,74,102,Chicago Bulls,79,118
317,Portland Trail Blazers,78,110,San Antonio Spurs,95,118
317,Phoenix Suns,54,69,Utah Jazz,71,103
318,Oklahoma City Thunder,85,111,Philadelphia 76ers,68,97
318,Cleveland Cavaliers,83,109,Orlando Magic,86,103
318,Sacramento Kings,83,108,Detroit Pistons,87,115
318,Boston Celtics,74,91,Toronto Raptors,79,105
318,Portland Trail Blazers,93,117,New Orleans Pelicans,81,112
318,Minnesota Timberwolves,78,111,Houston Rockets,88,116
318,Golden State Warriors,94,130,Dallas Mavericks,85,112
318,Phoenix Suns,68,95,Los Angeles Lakers,54,90
319,Denver Nuggets,78,101,Charlotte Hornets,62,93
319,Oklahoma City Thunder,88,115,Indiana Pacers,87,111
319,Brooklyn Nets,77,103,Detroit Pistons,77,115
319,New York Knicks,66,89,Washington Wizards,76,99
319,Cleveland Cavaliers,70,101,Miami Heat,98,122
319,Houston Rockets,83,97,Atlanta Hawks,82,109
319,Utah Jazz,67,85,Chicago Bulls,79,92
319,LA Clippers,75,102,Memphis Grizzlies,85,113
319,Golden State Warriors,65,79,San Antonio Spurs,65,87
320,Portland Trail Blazers,82,120,Dallas Mavericks,90,132
320,Orlando Magic,82,100,Toronto Raptors,80,105
320,Boston Celtics,88,120,Philadelphia 76ers,79,105
320,LA Clippers,72,105,New Orleans Pelicans,78,109
320,Utah Jazz,73,94,Milwaukee Bucks,59,85
320,Sacramento Kings,69,88,New York Knicks,65,80
321,Philadelphia 76ers,56,75,Indiana Pacers,66,91
321,Denver Nuggets,72,91,Cleveland Cavaliers,87,124
321,San Antonio Spurs,72,88,Charlotte Hornets,67,91
321,Milwaukee Bucks,74,91,Detroit Pistons,65,92
321,Orlando Magic,78,96,Boston Celtics,91,107
321,Washington Wizards,89,117,Atlanta Hawks,86,102
321,Sacramento Kings,81,102,Chicago Bulls,82,109
321,Golden State Warriors,89,109,Minnesota Timberwolves,89,104
321,Memphis Grizzlies,70,103,Phoenix Suns,73,97
322,Charlotte Hornets,67,105,Brooklyn Nets,64,100
322,Houston Rockets,77,107,Oklahoma City Thunder,78,111
322,Miami Heat,86,113,New Orleans Pelicans,73,99
322,Memphis Grizzlies,78,100,Los Angeles Lakers,81,107
323,Atlanta Hawks,81,122,Washington Wizards,75,101
323,Toronto Raptors,62,79,Boston Celtics,69,91
323,Orlando Magic,87,102,Detroit Pistons,96,118
323,New York Knicks,92,115,Chicago Bulls,73,107
323,Milwaukee Bucks,87,104,Cleveland Cavaliers,91,113
323,Sacramento Kings,72,104,Minnesota Timberwolves,84,113
323,Utah Jazz,60,89,Houston Rockets,66,87
323,Miami Heat,63,88,San Antonio Spurs,88,112
323,Philadelphia 76ers,73,103,Denver Nuggets,75,104
323,Los Angeles Lakers,74,107,Phoenix Suns,83,119
323,LA Clippers,72,98,Golden State Warriors,81,114
323,Dallas Mavericks,73,103,Portland Trail Blazers,83,109
324,New Orleans Pelicans,61,84,Indiana Pacers,70,92
324,Cleveland Cavaliers,83,95,Brooklyn Nets,80,104
324,Chicago Bulls,65,94,New York Knicks,80,106
324,Utah Jazz,60,91,Oklahoma City Thunder,81,113
324,Portland Trail Blazers,65,94,LA Clippers,65,96
325,Minnesota Timberwolves,85,132,Washington Wizards,89,129
325,Charlotte Hornets,76,105,Detroit Pistons,98,112
325,Milwaukee Bucks,71,90,Atlanta Hawks,75,101
325,Toronto Raptors,78,109,Houston Rockets,79,112
325,Orlando Magic,69,97,Miami Heat,85,108
325,Memphis Grizzlies,84,104,San Antonio Spurs,88,110
325,Phoenix Suns,67,94,Sacramento Kings,89,116
325,Denver Nuggets,83,116,Los Angeles Lakers,77,105
325,Dallas Mavericks,89,120,Golden State Warriors,102,128
326,Indiana Pacers,93,110,Brooklyn Nets,85,120
326,Toronto Raptors,85,115,New Orleans Pelicans,61,91
326,Chicago Bulls,71,89,Orlando Magic,89,111
326,Atlanta Hawks,83,112,Detroit Pistons,74,95
326,Cleveland Cavaliers,89,107,New York Knicks,72,93
326,Utah Jazz,60,93,Minnesota Timberwolves,59,84
326,San Antonio Spurs,63,92,Oklahoma City Thunder,83,111
326,Charlotte Hornets,90,115,Milwaukee Bucks,64,91
326,Boston Celtics,81,102,Phoenix Suns,75,99
326,Philadelphia 76ers,74,105,Portland Trail Blazers,86,108
327,Denver Nuggets,60,90,LA Clippers,77,105
327,Dallas Mavericks,79,111,Sacramento Kings,102,133
327,Houston Rockets,79,101,Indiana Pacers,81,104
327,Philadelphia 76ers,79,105,Golden State Warriors,96,117
327,Washington Wizards,77,101,Los Angeles Lakers,59,88
328,Brooklyn Nets,75,99,Miami Heat,82,110
328,Oklahoma City Thunder,97,119,Toronto Raptors,74,100
328,Phoenix Suns,84,116,Minnesota Timberwolves,99,121
328,Atlanta Hawks,80,102,Chicago Bulls,71,100
328,San Antonio Spurs,81,101,Memphis Grizzlies,68,87
328,New York Knicks,64,91,New Orleans Pelicans,68,99
328,Dallas Mavericks,72,97,Denver Nuggets,66,88
328,Los Angeles Lakers,58,75,Utah Jazz,98,123
328,Sacramento Kings,63,93,Portland Trail Blazers,91,105
328,Boston Celtics,70,90,LA Clippers,92,114
329,Brooklyn Nets,73,105,Orlando Magic,103,139
329,Chicago Bulls,84,98,Indiana Pacers,84,96
329,Charlotte Hornets,77,100,Philadelphia 76ers,62,85
329,Oklahoma City Thunder,57,82,Detroit Pistons,71,88
329,Houston Rockets,71,106,Cleveland Cavaliers,84,100
329,Washington Wizards,72,94,Golden State Warriors,79,102
330,Atlanta Hawks,67,97,Toronto Raptors,89,105
330,Denver Nuggets,84,109,Memphis Grizzlies,68,105
330,LA Clippers,79,99,Minnesota Timberwolves,53,79
330,Phoenix Suns,75,94,Milwaukee Bucks,80,105
330,New Orleans Pelicans,55,92,San Antonio Spurs,73,100
330,New York Knicks,74,89,Dallas Mavericks,67,91
330,Golden State Warriors,63,103,Utah Jazz,69,96
330,Washington Wizards,83,111,Sacramento Kings,89,120
330,Miami Heat,67,100,Los Angeles Lakers,67,102
331,Orlando Magic,89,114,Indiana Pacers,79,94
331,Brooklyn Nets,63,87,Cleveland Cavaliers,89,107
331,Chicago Bulls,71,103,Houston Rockets,80,100
331,Denver Nuggets,78,95,New Orleans Pelicans,77,101
331,LA Clippers,97,117,Oklahoma City Thunder,93,119
331,Boston Celtics,83,109,Portland Trail Blazers,81,116
401,Philadelphia 76ers,66,91,Charlotte Hornets,81,100
401,Brooklyn Nets,70,91,New York Knicks,77,105
401,Dallas Mavericks,71,98,Detroit Pistons,61,89
401,Cleveland Cavaliers,77,110,Atlanta Hawks,71,108
401,Toronto Raptors,74,99,Memphis Grizzlies,72,95
401,Orlando Magic,85,110,Milwaukee Bucks,84,113
401,Minnesota Timberwolves,68,85,Utah Jazz,77,98
401,Miami Heat,92,112,Sacramento Kings,76,106
401,Boston Celtics,82,109,Golden State Warriors,79,106
401,Washington Wizards,77,106,Phoenix Suns,79,99
402,Indiana Pacers,74,115,Philadelphia 76ers,77,102
402,Detroit Pistons,70,94,Chicago Bulls,65,90
402,Toronto Raptors,66,95,San Antonio Spurs,71,102
402,Sacramento Kings,84,115,Denver Nuggets,88,106
402,Miami Heat,67,93,Portland Trail Blazers,87,110
403,New Orleans Pelicans,75,106,Brooklyn Nets,66,87
403,Dallas Mavericks,68,88,Minnesota Timberwolves,63,78
403,Charlotte Hornets,71,103,Cleveland Cavaliers,86,112
403,Oklahoma City Thunder,82,110,Houston Rockets,80,118
403,Washington Wizards,73,109,LA Clippers,84,114
403,Utah Jazz,74,101,Phoenix Suns,64,86
403,Memphis Grizzlies,85,107,Orlando Magic,97,119
403,Chicago Bulls,79,102,Milwaukee Bucks,73,98
403,Indiana Pacers,74,92,New York Knicks,65,87
403,Portland Trail Blazers,89,111,Golden State Warriors,101,136
403,Boston Celtics,77,107,Los Angeles Lakers,75,100
405,New Orleans Pelicans,73,93,Philadelphia 76ers,88,107
405,Detroit Pistons,63,89,Miami Heat,82,107
405,Charlotte Hornets,59,90,Toronto Raptors,75,96
405,Phoenix Suns,73,90,Atlanta Hawks,70,103
405,Chicago Bulls,65,92,Memphis Grizzlies,83,108
405,Cleveland Cavaliers,93,109,Milwaukee Bucks,67,80
405,San Antonio Spurs,67,88,Utah Jazz,53,86
405,Oklahoma City Thunder,107,124,Denver Nuggets,77,102
405,Portland Trail Blazers,84,115,Sacramento Kings,80,107
405,Minnesota Timberwolves,78,124,Golden State Warriors,86,117
405,Los Angeles Lakers,60,81,LA Clippers,84,103
406,Brooklyn Nets,75,103,Washington Wizards,88,121
406,Cleveland Cavaliers,82,109,Indiana Pacers,96,123
406,Detroit Pistons,73,108,Orlando Magic,77,104
406,New Orleans Pelicans,73,97,Boston Celtics,76,104
406,Charlotte Hornets,81,111,New York Knicks,72,97
406,Houston Rockets,71,86,Dallas Mavericks,70,88
406,Oklahoma City Thunder,83,115,Portland Trail Blazers,99,120
406,LA Clippers,73,91,Los Angeles Lakers,61,81
407,Phoenix Suns,89,124,Houston Rockets,90,115
407,Toronto Raptors,63,87,Atlanta Hawks,70,95
407,Chicago Bulls,69,98,Miami Heat,75,106
407,Minnesota Timberwolves,83,105,Sacramento Kings,76,97
407,San Antonio Spurs,69,101,Golden State Warriors,87,112
408,Brooklyn Nets,64,99,Charlotte Hornets,84,113
408,New York Knicks,82,109,Philadelphia 76ers,74,102
408,Miami Heat,80,109,Orlando Magic,79,112
408,Washington Wizards,84,99,Detroit Pistons,86,112
408,Indiana Pacers,66,98,Toronto Raptors,82,111
408,Milwaukee Bucks,80,109,Boston Celtics,101,124
408,Los Angeles Lakers,67,102,New Orleans Pelicans,87,110
408,Memphis Grizzlies,68,93,Dallas Mavericks,74,103
408,San Antonio Spurs,72,98,Denver Nuggets,77,102
408,LA Clippers,76,102,Utah Jazz,72,99
409,Phoenix Suns,85,121,New Orleans Pelicans,67,100
409,Boston Celtics,91,107,Atlanta Hawks,93,118
409,Golden State Warriors,70,100,Memphis Grizzlies,78,99
409,Cleveland Cavaliers,82,102,Chicago Bulls,79,105
409,Minnesota Timberwolves,75,106,Portland Trail Blazers,72,105
409,Oklahoma City Thunder,84,112,Sacramento Kings,83,114
410,Charlotte Hornets,74,98,Washington Wizards,86,113
410,Los Angeles Lakers,80,110,Houston Rockets,88,130
410,Dallas Mavericks,59,91,LA Clippers,76,98
410,Utah Jazz,82,100,Denver Nuggets,62,84
410,Milwaukee Bucks,76,109,Philadelphia 76ers,70,108
410,Brooklyn Nets,72,105,Indiana Pacers,104,129
410,Orlando Magic,69,96,Miami Heat,89,118
410,Golden State Warriors,62,92,San Antonio Spurs,61,86
410,Toronto Raptors,75,93,New York Knicks,69,89
411,Milwaukee Bucks,73,98,Orlando Magic,85,107
411,Atlanta Hawks,75,94,Cleveland Cavaliers,90,109
411,Charlotte Hornets,94,114,Boston Celtics,72,100
411,Washington Wizards,100,120,Brooklyn Nets,98,111
411,Los Angeles Lakers,61,79,Oklahoma City Thunder,89,112
411,Chicago Bulls,89,121,New Orleans Pelicans,88,116
411,Houston Rockets,103,129,Minnesota Timberwolves,74,105
411,Dallas Mavericks,71,101,Utah Jazz,64,92
411,Sacramento Kings,87,105,Phoenix Suns,72,101
412,New York Knicks,70,90,Indiana Pacers,79,102
412,Miami Heat,71,99,Detroit Pistons,69,93
412,Philadelphia 76ers,74,98,Toronto Raptors,87,122
412,Oklahoma City Thunder,72,98,San Antonio Spurs,74,102
412,Memphis Grizzlies,64,84,LA Clippers,84,110
413,Sacramento Kings,64,81,Houston Rockets,92,116
413,San Antonio Spurs,65,96,Dallas Mavericks,67,91
413,New Orleans Pelicans,79,109,Minnesota Timberwolves,106,144
413,Toronto Raptors,78,103,Brooklyn Nets,66,96
413,Atlanta Hawks,76,98,Washington Wizards,84,109
413,Indiana Pacers,78,97,Milwaukee Bucks,70,92
413,Detroit Pistons,82,112,Cleveland Cavaliers,72,110
413,Philadelphia 76ers,73,105,Chicago Bulls,86,115
413,Miami Heat,67,88,Boston Celtics,63,98
413,Orlando Magic,79,103,Charlotte Hornets,86,117
413,Utah Jazz,75,96,Los Angeles Lakers,66,101
413,Memphis Grizzlies,81,104,Golden State Warriors,102,125
413,Denver Nuggets,79,99,Portland Trail Blazers,87,107
413,LA Clippers,75,105,Phoenix Suns,85,114
416,Indiana Pacers,70,100,Toronto Raptors,67,90
416,Houston Rockets,60,78,Golden State Warriors,82,104
416,Boston Celtics,65,101,Atlanta Hawks,72,102
416,Dallas Mavericks,51,70,Oklahoma City Thunder,93,108
417,Detroit Pistons,78,101,Cleveland Cavaliers,76,106
417,Charlotte Hornets,74,91,Miami Heat,97,123
417,Memphis Grizzlies,51,74,San Antonio Spurs,81,106
417,Portland Trail Blazers,66,95,LA Clippers,81,115
418,Indiana Pacers,66,87,Toronto Raptors,74,98
418,Dallas Mavericks,59,85,Oklahoma City Thunder,62,84
418,Houston Rockets,79,106,Golden State Warriors,86,115
419,Boston Celtics,46,72,Atlanta Hawks,61,89
419,Memphis Grizzlies,53,68,San Antonio Spurs,70,94
420,Charlotte Hornets,78,103,Miami Heat,91,115
420,Detroit Pistons,68,90,Cleveland Cavaliers,82,107
420,Portland Trail Blazers,61,81,LA Clippers,67,102
421,Oklahoma City Thunder,97,131,Dallas Mavericks,78,102
421,Toronto Raptors,71,101,Indiana Pacers,59,85
421,Golden State Warriors,72,96,Houston Rockets,78,97
422,Cleveland Cavaliers,79,101,Detroit Pistons,73,91
422,Atlanta Hawks,78,103,Boston Celtics,79,111
422,San Antonio Spurs,70,96,Memphis Grizzlies,71,87
423,Toronto Raptors,58,83,Indiana Pacers,73,100
423,Miami Heat,58,80,Charlotte Hornets,75,96
423,Oklahoma City Thunder,89,119,Dallas Mavericks,79,108
423,LA Clippers,67,88,Portland Trail Blazers,70,96
424,San Antonio Spurs,84,116,Memphis Grizzlies,66,95
424,Golden State Warriors,97,121,Houston Rockets,76,94
424,Atlanta Hawks,73,95,Boston Celtics,70,104
424,Cleveland Cavaliers,81,100,Detroit Pistons,78,98
425,Miami Heat,61,85,Charlotte Hornets,69,89
425,Dallas Mavericks,83,104,Oklahoma City Thunder,93,118
425,LA Clippers,64,84,Portland Trail Blazers,66,98
426,Boston Celtics,62,83,Atlanta Hawks,89,110
426,Indiana Pacers,90,99,Toronto Raptors,77,102
427,Charlotte Hornets,65,90,Miami Heat,71,88
427,Portland Trail Blazers,71,108,LA Clippers,71,98
427,Houston Rockets,59,81,Golden State Warriors,89,114
428,Atlanta Hawks,80,104,Boston Celtics,59,92
429,Miami Heat,75,97,Charlotte Hornets,70,90
429,Toronto Raptors,64,83,Indiana Pacers,71,101
429,LA Clippers,82,103,Portland Trail Blazers,80,106
430,Oklahoma City Thunder,66,92,San Antonio Spurs,105,124
501,Portland Trail Blazers,73,106,Golden State Warriors,93,118
501,Indiana Pacers,64,84,Toronto Raptors,78,89
501,Charlotte Hornets,53,73,Miami Heat,83,106
502,Atlanta Hawks,70,93,Cleveland Cavaliers,74,104
502,Oklahoma City Thunder,77,98,San Antonio Spurs,76,97
503,Miami Heat,68,102,Toronto Raptors,63,96
503,Portland Trail Blazers,87,99,Golden State Warriors,76,110
504,Atlanta Hawks,70,98,Cleveland Cavaliers,106,123
505,Miami Heat,65,92,Toronto Raptors,63,96
506,Cleveland Cavaliers,85,121,Atlanta Hawks,91,108
506,San Antonio Spurs,72,100,Oklahoma City Thunder,69,96
507,Toronto Raptors,68,95,Miami Heat,68,91
507,Golden State Warriors,80,108,Portland Trail Blazers,93,120
508,Cleveland Cavaliers,81,100,Atlanta Hawks,77,99
508,San Antonio Spurs,81,97,Oklahoma City Thunder,77,111
509,Toronto Raptors,62,87,Miami Heat,60,94
509,Golden State Warriors,86,132,Portland Trail Blazers,85,125
510,Oklahoma City Thunder,69,95,San Antonio Spurs,72,91
511,Miami Heat,62,91,Toronto Raptors,75,99
511,Portland Trail Blazers,91,121,Golden State Warriors,93,125
512,San Antonio Spurs,65,99,Oklahoma City Thunder,91,113
513,Toronto Raptors,72,91,Miami Heat,82,103
515,Miami Heat,78,89,Toronto Raptors,86,116
516,Oklahoma City Thunder,85,108,Golden State Warriors,88,102
517,Toronto Raptors,67,84,Cleveland Cavaliers,95,115
518,Oklahoma City Thunder,68,91,Golden State Warriors,88,118
519,Toronto Raptors,69,89,Cleveland Cavaliers,86,108
521,Cleveland Cavaliers,70,84,Toronto Raptors,80,99
522,Golden State Warriors,80,105,Oklahoma City Thunder,117,133
523,Cleveland Cavaliers,69,99,Toronto Raptors,78,105
524,Golden State Warriors,82,94,Oklahoma City Thunder,94,118
525,Toronto Raptors,60,78,Cleveland Cavaliers,100,116
526,Oklahoma City Thunder,77,111,Golden State Warriors,81,120
527,Cleveland Cavaliers,86,113,Toronto Raptors,74,87
528,Golden State Warriors,75,108,Oklahoma City Thunder,83,101
530,Oklahoma City Thunder,60,88,Golden State Warriors,71,96
602,Cleveland Cavaliers,68,89,Golden State Warriors,74,104
605,Cleveland Cavaliers,62,77,Golden State Warriors,82,110
608,Golden State Warriors,69,90,Cleveland Cavaliers,89,120
610,Golden State Warriors,79,108,Cleveland Cavaliers,77,97
613,Cleveland Cavaliers,93,112,Golden State Warriors,84,97
616,Golden State Warriors,71,101,Cleveland Cavaliers,80,115
619,Cleveland Cavaliers,75,93,Golden State Warriors,76,89
